_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight,avg_salary
eacklle01,"November 24, 1966","Baton Rouge, Louisiana",1.7,44.5,33.6,76.7,441.0,13.8,10.8,2.2,10.8,46.1,University of New Orleans,36th overall,2nd round,Washington Bullets,1988.0,6-5,"Broadmoor in Baton Rouge, Louisiana",Ledell Eackles,Shooting Guard,Right,220lb,508000.0
earlac01,"June 23, 1970","Peoria, Illinois",0.3,40.3,0.0,66.7,193.0,10.6,5.1,2.7,0.3,40.3,University of Iowa,19th overall,1st round,Boston Celtics,1993.0,6-10,"Moline in Moline, Illinois",Acie Earl,Center,Right,240lb,1040000.0
earlycl01,"April 17, 1991","Middletown, New York",0.8,34.6,26.3,75.0,56.0,7.2,4.3,2.2,-0.6,39.8,Wichita State University,34th overall,2nd round,New York Knicks,2014.0,6-8,"Mount Zion Christian Academy in Durham, North Carolina",Cleanthony Early,Small Forward,Right,210lb,676197.5
ebankde01,"October 28, 1989","Queens, New York",0.4,38.5,22.2,72.2,63.0,9.6,3.6,1.9,0.5,40.4,West Virginia University,43rd overall,2nd round,Los Angeles Lakers,2010.0,6-9,"St. Thomas Moore School in Oakdale, Connecticut",Devin Ebanks,Shooting Guard and Small Forward,Right,215lb,763396.0
edneyty01,"February 14, 1973","Gardena, California",4.0,40.5,32.2,80.6,226.0,13.6,7.6,1.7,6.8,42.8,"University of California, Los Angeles",47th overall,2nd round,Sacramento Kings,1995.0,5-10,"Long Beach Polytechnic in Long Beach, California",Tyus Edney,Point Guard,Right,152lb,345250.0
edwarbl01,"October 31, 1965","Washington, District of Columbia",2.0,47.5,33.5,77.9,704.0,12.8,10.8,3.4,24.2,49.9,East Carolina University,21st overall,1st round,Utah Jazz,1989.0,6-4,"Greene Central in Snow Hill, North Carolina",Blue Edwards,Small Forward and Shooting Guard,Right,200lb,1208500.0
edwardo01,"January 21, 1971","Miami, Florida",0.7,37.8,0.0,70.9,85.0,8.4,2.4,1.8,0.2,37.8,Florida State University,15th overall,1st round,Atlanta Hawks,1993.0,6-7,"Miami in Miami, Florida",Doug Edwards,Power Forward,Right,220lb,972916.67
edwarke01,"October 30, 1965","Cleveland Heights, Ohio",2.7,42.3,33.5,80.3,604.0,12.7,10.9,2.7,12.5,43.7,DePaul University,20th overall,1st round,Miami Heat,1988.0,6-3,"St. Joseph in Cleveland, Ohio",Kevin Edwards,Point Guard and Shooting Guard,Right,190lb,1267500.0
eisleho01,"December 4, 1972","Detroit, Michigan",3.5,40.7,35.0,82.7,786.0,11.5,6.5,1.7,19.5,46.3,Boston College,30th overall,2nd round,Minnesota Timberwolves,1994.0,6-2,"Southwestern in Detroit, Michigan",Howard Eisley,Shooting Guard and Point Guard,Right,177lb,2659076.21
ekeziob01,"August 22, 1975","Port Harcourt, Nigeria",0.2,42.3,0.0,72.0,143.0,11.2,3.6,2.7,1.7,42.3,University of Maryland,37th overall,2nd round,Vancouver Grizzlies,1999.0,6-9,"Worcester Academy in Worcester, Massachusetts",Obinna Ekezie,Center and Power Forward,Right,270lb,488726.0
elamikh01,"April 25, 1979","Minneapolis, Minnesota",2.9,37.0,33.3,77.8,50.0,12.2,6.3,1.6,0.6,41.5,University of Connecticut,34th overall,2nd round,Chicago Bulls,2000.0,5-10,"North Community in Minneapolis, Minnesota",Khalid El-Amin,Point Guard,Right,200lb,391409.5
eliema01,"November 26, 1963","New York, New York",2.6,47.3,36.5,85.4,732.0,13.1,8.6,2.8,48.9,53.7,American International College,160th overall,7th round,Milwaukee Bucks,1985.0,6-5,"Power Memorial in New York, New York",Mario Elie,Shooting Guard and Small Forward,Right,210lb,1180272.73
ellenhe01,"January 13, 1997","Rice Lake, Wisconsin",0.6,37.7,35.3,77.4,76.0,10.8,4.3,2.5,0.3,45.4,Marquette University,18th overall,1st round,Detroit Pistons,2016.0,6-11,"Rice Lake in Rice Lake, Wisconsin",Henry Ellenson,Power Forward,Right,245lb,1742460.0
ellinwa01,"November 29, 1987","Wynnewood, Pennsylvania",1.1,41.0,37.9,84.6,645.0,11.2,8.2,2.2,17.8,51.3,University of North Carolina,28th overall,1st round,Minnesota Timberwolves,2009.0,6-5,"The Episcopal Academy in Newtown Square, Pennsylvania",Wayne Ellington,Shooting Guard,Right,200lb,2131328.83
elliose01,"February 2, 1968","Tucson, Arizona",2.6,46.5,37.5,79.9,742.0,13.9,14.2,4.3,55.7,50.0,University of Arizona,3rd overall,1st round,San Antonio Spurs,1989.0,6-8,"Cholla in Tucson, Arizona",Sean Elliott,Small Forward,Right,205lb,3535555.5
ellisla01,"May 5, 1970","East St. Louis, Illinois",1.6,45.2,30.2,73.0,624.0,14.6,11.9,6.5,32.8,47.1,University of Notre Dame,5th overall,1st round,Denver Nuggets,1992.0,6-8,"Lincoln in East St. Louis, Illinois",LaPhonso Ellis,Power Forward and Small Forward,Right,240lb,2539909.09
ellisle02,"April 28, 1969","Los Angeles, California",0.3,43.3,-,61.3,91.0,11.9,3.0,2.4,1.2,43.3,"University of Kentucky, Syracuse University",22nd overall,1st round,Los Angeles Clippers,1991.0,6-9,"Mater Dei in Santa Ana, California",LeRon Ellis,Center,Right,225lb,243333.33
ellispe01,"April 3, 1967","Savannah, Georgia",1.5,51.0,5.0,68.9,474.0,15.2,9.5,6.7,21.8,51.0,University of Louisville,1st overall,1st round,Sacramento Kings,1989.0,6-9,"Savannah in Savannah, Georgia",Pervis Ellison,Power Forward and Center,Right,210lb,2012500.0
elsonfr01,"February 28, 1976","Rotterdam, Netherlands",0.6,47.8,18.8,70.0,472.0,10.0,3.7,3.5,11.7,47.9,University of California,41st overall,2nd round,Denver Nuggets,1999.0,7-0,"Maria Regina M.A.V.O. in Rotterdam, Netherlands",Francisco Elson,Center,Right,235lb,1395386.56
elyme01,"May 2, 1978","Harvey, Illinois",0.7,46.0,0.0,62.5,375.0,10.6,5.3,3.2,4.0,46.0,"California State University, Fresno",12th overall,1st round,Los Angeles Clippers,2002.0,6-10,"Thornton Township in Harvey, Illinois",Melvin Ely,Power Forward and Center,Right,260lb,1710378.12
embiijo01,"March 16, 1994","Yaounde, Cameroon",3.2,48.1,31.5,78.8,158.0,24.5,24.3,11.4,16.8,51.4,University of Kansas,3rd overall,1st round,Philadelphia 76ers,2014.0,7-0,"The Rock School in Gainesville, Florida",Joel Embiid,Center,Right,250lb,4995256.5
engliaj01,"July 11, 1967","Wilmington, Delaware",2.1,43.5,13.8,77.8,151.0,11.6,9.9,2.1,1.1,43.8,Virginia Union University,37th overall,2nd round,Washington Bullets,1990.0,6-3,"Howard Career Center in Wilmington, Delaware",A.J. English,Shooting Guard,Right,175lb,261200.0
ennisja01,"July 1, 1990","Ventura, California",0.9,45.7,35.7,79.3,278.0,11.5,6.5,3.2,11.7,53.6,"California State University, Long Beach",50th overall,2nd round,Atlanta Hawks,2013.0,6-7,"Ventura in Ventura, California",James Ennis,Small Forward,Right,210lb,1470673.8
ennisty01,"August 24, 1994","Brampton, Canada",1.9,41.9,31.7,76.8,186.0,10.3,4.2,1.3,1.3,46.3,Syracuse University,18th overall,1st round,Phoenix Suns,2014.0,6-3,"Saint Benedict's Preparatory School in Newark, New Jersey",Tyler Ennis,Point Guard,Right,194lb,1627816.25
eschmev01,"May 30, 1975","New Knoxville, Ohio",0.5,46.3,-,62.1,153.0,10.6,2.8,3.9,4.0,46.3,Northwestern University,34th overall,2nd round,New Jersey Nets,1999.0,6-11,"New Knoxville in New Knoxville, Ohio",Evan Eschmeyer,Center,Right,255lb,2429070.86
evansbr01,"September 13, 1973","Rockford, Illinois",0.8,38.1,34.3,82.0,102.0,11.8,3.7,1.6,1.7,43.0,Indiana University,27th overall,1st round,Orlando Magic,1996.0,6-8,"South in Terre Haute, Indiana",Brian Evans,Small Forward,Left,220lb,615108.33
evansja01,"July 26, 1996","Greenville, South Carolina",2.0,34.5,26.3,77.6,56.0,6.7,4.2,1.7,-0.4,37.3,Oklahoma State University,39th overall,2nd round,Philadelphia 76ers,2017.0,6-0,"Justin F. Kimball in Dallas, Texas",Jawun Evans,Point Guard,Right,185lb,815615.0
evansje01,"October 24, 1987","Crossett, Arkansas",0.4,56.9,23.1,68.7,250.0,17.3,3.5,2.6,8.2,57.3,Western Kentucky University,55th overall,2nd round,Utah Jazz,2010.0,6-9,"Crossett in Crossett, Arkansas",Jeremy Evans,Power Forward and Small Forward,Right,200lb,1118352.0
evansty01,"September 19, 1989","Chester, Pennsylvania",4.8,44.0,32.3,75.7,594.0,17.1,15.7,4.6,28.4,47.1,University of Memphis,4th overall,1st round,Sacramento Kings,2009.0,6-6,"American Christian School in Aston, Pennsylvania",Tyreke Evans,Small Forward and Shooting Guard and Point Guard,Right,220lb,7015139.0
ewingda01,"March 26, 1983","Milton, Florida",1.4,38.9,29.5,78.0,127.0,8.3,3.4,1.2,0.8,43.3,Duke University,32nd overall,2nd round,Los Angeles Clippers,2005.0,6-3,"Willowridge in Houston, Texas",Daniel Ewing,Shooting Guard and Point Guard,Right,185lb,557104.5
ewingpa01,"August 5, 1962","Kingston, Jamaica",1.9,50.4,15.2,74.0,1183.0,21.0,21.0,9.8,126.4,50.5,Georgetown University,1st overall,1st round,New York Knicks,1985.0,7-0,"Cambridge Rindge & Latin in Cambridge, Massachusetts",Patrick Ewing,Power Forward and Center,Right,240lb,6955173.33
ezelife01,"October 21, 1989","BenCity, Nigeria",0.4,51.3,-,55.7,170.0,13.4,4.2,4.3,5.9,51.3,Vanderbilt University,30th overall,1st round,Golden State Warriors,2012.0,6-11,"Jesuit in Sacramento, California",Festus Ezeli,Center,Right,255lb,2157140.33
farieke01,"November 19, 1989","Newark, New Jersey",1.0,54.6,22.2,65.4,478.0,19.7,11.4,8.1,38.8,54.8,Morehead State University,22nd overall,1st round,Denver Nuggets,2011.0,6-8,"Technology in Newark, New Jersey",Kenneth Faried,Center and Power Forward,Right,220lb,6065269.0
farmajo01,"November 30, 1986","Los Angeles, California",2.9,42.3,37.4,73.9,504.0,13.3,7.7,1.9,13.9,50.7,"University of California, Los Angeles",26th overall,1st round,Los Angeles Lakers,2006.0,6-2,"Taft in Woodland Hills, California",Jordan Farmar,Point Guard,Right,180lb,1438933.69
farmeji01,"September 23, 1964","Dothan, Alabama",0.8,42.8,28.2,73.0,136.0,10.9,5.3,1.4,0.7,44.5,University of Alabama,20th overall,1st round,Dallas Mavericks,1987.0,6-4,"Houston Academy in Dothan, Alabama",Jim Farmer,Shooting Guard,Right,190lb,175000.0
favorde01,"July 15, 1991","Atlanta, Georgia",1.1,52.5,21.0,66.4,632.0,18.9,11.6,7.2,49.5,52.8,Georgia Institute of Technology,3rd overall,1st round,New Jersey Nets,2010.0,6-10,"South Atlanta in Atlanta, Georgia",Derrick Favors,Center and Power Forward,Right,265lb,8394352.75
feickja01,"July 3, 1974","Lexington, Ohio",0.7,42.4,40.0,62.9,201.0,12.4,4.5,7.1,8.2,43.2,Michigan State University,48th overall,2nd round,Philadelphia 76ers,1996.0,6-9,"Lexington in Lexington, Ohio",Jamie Feick,Power Forward and Center,Right,255lb,1649541.67
feitlda01,"June 8, 1962","Butler, Pennsylvania",0.5,43.3,0.0,75.1,275.0,9.8,4.3,3.0,1.4,43.3,University of Texas at El Paso,43rd overall,2nd round,Houston Rockets,1986.0,6-11,"Santa Rita in Tucson, Arizona",Dave Feitl,Center,Right,235lb,167175.0
feldeka01,"March 29, 1995","Detroit, Michigan",1.3,36.4,26.8,75.4,58.0,9.3,3.8,1.0,-0.4,38.8,Oakland University,54th overall,2nd round,Atlanta Hawks,2016.0,5-9,"Pershing in Detroit, Michigan",Kay Felder,Point Guard,Left,176lb,NA
feltora01,"June 26, 1984","Marion, South Carolina",5.2,41.2,32.9,79.0,971.0,13.8,11.2,3.0,40.2,45.9,University of North Carolina,5th overall,1st round,Charlotte Bobcats,2005.0,6-1,"Latta in Latta, South Carolina",Raymond Felton,Point Guard and Shooting Guard,Right,205lb,3982855.77
ferryda01,"October 17, 1966","Hyattsville, Maryland",1.3,44.6,39.3,84.0,917.0,11.8,7.0,2.8,34.8,50.6,Duke University,2nd overall,1st round,Los Angeles Clippers,1989.0,6-10,"Dematha Catholic in Hyattsville, Maryland",Danny Ferry,Small Forward and Power Forward,Right,230lb,3403307.69
fieldla01,"June 27, 1988","Long Beach, California",1.6,47.3,33.2,66.6,255.0,12.1,6.8,4.3,10.5,51.5,Stanford University,39th overall,2nd round,New York Knicks,2010.0,6-7,"Los Alamitos in Los Alamitos, California",Landry Fields,Shooting Guard and Small Forward,Right,210lb,3997159.8
finlemi01,"March 6, 1973","Melrose Park, Illinois",2.9,44.4,37.5,81.1,1103.0,16.0,15.7,4.4,85.2,49.2,University of Wisconsin,21st overall,1st round,Phoenix Suns,1995.0,6-7,"Proviso East in Maywood, Illinois",Michael Finley,Small Forward and Shooting Guard,Right,215lb,7698713.28
fishma01,"November 18, 1969","Washington, Iowa",0.5,50.0,0.0,62.5,50.0,11.9,3.5,2.2,0.6,50.0,University of North Carolina at Wilmington,50th overall,2nd round,Golden State Warriors,1992.0,6-11,"Washington in Washington, Iowa",Matt Fish,Center,Left,235lb,3161902.85
fishede01,"August 9, 1974","Little Rock, Arkansas",3.0,39.9,37.4,81.7,1287.0,11.7,8.3,2.1,62.3,46.6,University of Arkansas at Little Rock,24th overall,1st round,Los Angeles Lakers,1996.0,6-1,"Parkview in Little Rock, Arkansas",Derek Fisher,Point Guard and Shooting Guard,Left,200lb,182500.0
fizerma01,"August 10, 1978","Detroit, Michigan",1.2,43.5,19.1,69.1,289.0,13.4,9.6,4.6,2.7,43.9,Iowa State University,4th overall,1st round,Chicago Bulls,2000.0,6-9,"Arcadia in Arcadia, Louisiana",Marcus Fizer,Small Forward and Power Forward,Right,262lb,2545062.8
flynnjo01,"February 6, 1989","Niagara Falls, New York",3.9,40.0,33.8,80.9,163.0,11.3,9.2,1.9,-1.1,44.2,Syracuse University,6th overall,1st round,Minnesota Timberwolves,2009.0,6-0,"Niagara Falls in Niagara Falls, New York",Jonny Flynn,Point Guard,Right,185lb,3192000.0
fordal02,"May 29, 1981","Houston, Texas",0.2,50.7,-,69.7,73.0,9.4,2.5,1.7,0.8,50.7,University of Houston,51st overall,2nd round,Phoenix Suns,2001.0,6-9,"Milby in Houston, Texas",Alton Ford,Power Forward,Right,275lb,477111.33
fordtj01,"March 24, 1983","Houston, Texas",5.8,43.3,28.9,81.5,429.0,15.1,11.2,3.1,16.9,44.8,University of Texas at Austin,8th overall,1st round,Milwaukee Bucks,2003.0,6-0,"Willowridge in Houston, Texas",T.J. Ford,Point Guard,Right,165lb,4837147.11
fortsda01,"March 27, 1976","Philadelphia, Pennsylvania",0.7,47.2,16.7,78.5,440.0,16.2,8.2,7.2,22.3,47.2,University of Cincinnati,10th overall,1st round,Milwaukee Bucks,1997.0,6-7,"Shaler Area in Pittsburgh, Pennsylvania",Danny Fortson,Center and Power Forward,Right,260lb,4214524.0
fostegr01,"October 3, 1968","Oakland, California",0.5,44.0,22.5,74.8,656.0,8.9,3.9,2.6,5.6,44.4,"University of California, Los Angeles, University of Texas at El Paso",35th overall,2nd round,Washington Bullets,1990.0,6-11,"Skyline in Oakland, California",Greg Foster,Center and Power Forward,Right,240lb,634925.64
fosteje01,"January 16, 1977","San Antonio, Texas",0.9,49.7,13.0,61.5,764.0,14.2,4.9,6.9,47.5,49.8,Texas State University,21st overall,1st round,Golden State Warriors,1999.0,6-11,"James Madison in San Antonio, Texas",Jeff Foster,Center,Right,236lb,3851544.23
fowlktr01,"April 11, 1976","Los Angeles, California",0.5,40.9,20.0,79.1,103.0,10.1,2.9,2.2,2.1,41.6,"University of California, California State University, Fresno",54th overall,2nd round,Denver Nuggets,1998.0,6-8,"Crenshaw in Los Angeles, California",Tremaine Fowlkes,Small Forward,Right,220lb,410047.67
foxde01,"December 20, 1997","New Orleans, Louisiana",5.9,43.9,34.5,72.5,154.0,15.1,14.6,3.3,5.0,47.4,University of Kentucky,5th overall,1st round,Sacramento Kings,2017.0,6-3,"Cypress Lakes in Katy, Texas",De'Aaron Fox,Point Guard,Left,175lb,4609200.0
foxri01,"July 24, 1969","Toronto, Canada",2.8,45.0,34.9,77.0,930.0,13.6,9.6,3.8,44.7,50.1,University of North Carolina,24th overall,1st round,Boston Celtics,1991.0,6-7,"Warsaw Community in Warsaw, Indiana",Rick Fox,Small Forward,Right,230lb,2430662.71
foyera01,"September 24, 1983","Newark, New Jersey",2.8,40.1,36.6,85.2,752.0,12.0,10.3,2.2,23.5,48.2,Villanova University,7th overall,1st round,Boston Celtics,2006.0,6-4,"East Side in Newark, New Jersey",Randy Foye,Point Guard and Shooting Guard,Right,213lb,3125127.36
foylead01,"March 9, 1975","Canouan, Saint Vincent and the Grenadines",0.5,47.7,0.0,49.9,733.0,12.3,4.1,4.7,18.7,47.7,Colgate University,8th overall,1st round,Golden State Warriors,1997.0,6-10,"Hamilton Central in Hamilton, New York",Adonal Foyle,Center,Right,250lb,4224122.67
francst01,"February 21, 1977","Silver Spring, Maryland",6.0,42.9,34.1,79.7,576.0,18.3,18.1,5.6,54.1,46.3,University of Maryland,2nd overall,1st round,Vancouver Grizzlies,1999.0,6-3,"Montgomery Blair in Silver Spring, Maryland",Steve Francis,Shooting Guard and Point Guard,Right,195lb,8625094.25
frankte01,"April 26, 1965","Gary, Indiana",1.0,43.9,0.0,74.1,264.0,10.3,6.5,3.9,4.0,43.9,Western Kentucky University,14th overall,1st round,Golden State Warriors,1987.0,6-10,"Lew Wallace in Gary, Indiana",Tellis Frank,Power Forward,Right,225lb,134619.6
fredean01,"December 7, 1964","Los Angeles, California",0.9,43.9,27.3,69.9,147.0,12.3,4.9,1.9,0.7,44.3,Pepperdine University,133rd overall,6th round,Denver Nuggets,1986.0,6-7,"Gardena in Gardena, California",Anthony Frederick,Small Forward,Right,205lb,86666.67
fredeji01,"February 25, 1989","Glens Falls, New York",1.4,40.9,37.2,87.9,241.0,12.5,6.0,1.0,2.2,48.4,Brigham Young University,10th overall,1st round,Milwaukee Bucks,2011.0,6-2,"Glens Falls in Glens Falls, New York",Jimmer Fredette,Shooting Guard and Point Guard,Right,195lb,1236408.14
fryech01,"May 17, 1983","White Plains, New York",1.0,44.0,38.8,82.2,890.0,13.3,8.7,4.5,38.9,51.9,University of Arizona,8th overall,1st round,New York Knicks,2005.0,7-0,"Saint Mary's in Phoenix, Arizona",Channing Frye,Center and Power Forward,Right,255lb,5119217.46
fulleto02,"July 25, 1974","Fayetteville, North Carolina",0.2,42.2,0.0,66.8,225.0,10.3,3.7,3.0,2.2,42.2,North Carolina State University,11th overall,1st round,Golden State Warriors,1996.0,6-11,"Charlotte Christian in Charlotte, North Carolina",Todd Fuller,Center,Left,255lb,995048.0
fundela01,"December 15, 1970","Columbus, Ohio",0.6,50.6,11.8,67.5,318.0,16.4,6.4,3.6,12.9,50.6,"Indiana University, Ohio State University",51st overall,2nd round,Sacramento Kings,1994.0,6-9,"Wehrle in Columbus, Ohio",Lawrence Funderburke,Power Forward,Left,230lb,3005000.0
gadzuda01,"February 2, 1978","Den Haag, Netherlands",0.4,50.0,0.0,49.8,527.0,14.4,4.7,4.4,15.8,50.0,"University of California, Los Angeles",34th overall,2nd round,Milwaukee Bucks,2002.0,6-11,"Governor Dummer Academy in Byfield, Massachusetts",Dan Gadzuric,Center and Power Forward,Right,240lb,4178795.33
gaineco01,"June 1, 1965","Los Angeles, California",3.1,42.4,22.9,73.6,80.0,10.8,3.1,0.9,1.1,44.9,"University of California, Los Angeles, Loyola Marymount University",65th overall,3rd round,Seattle SuperSonics,1988.0,6-3,"Saint Bernard in Playa del Rey, California",Corey Gaines,Shooting Guard,Right,195lb,13000.0
gainere01,"January 7, 1981","Madison, Wisconsin",0.7,32.4,26.9,60.6,71.0,5.3,1.7,0.7,-0.6,34.8,University of Louisville,15th overall,1st round,Orlando Magic,2003.0,6-6,"Madison West in Madison, Wisconsin",Reece Gaines,Point Guard,Right,205lb,1454640.0
gamblke01,"November 13, 1965","Springfield, Illinois",2.0,50.2,36.0,81.0,649.0,14.2,9.5,2.2,33.3,52.4,University of Iowa,63rd overall,3rd round,Portland Trail Blazers,1987.0,6-5,"Lanphier in Springfield, Illinois",Kevin Gamble,Small Forward,Right,210lb,1072727.27
garcifr01,"December 31, 1981","Santo Domingo, Dominican Republic",1.4,42.7,35.7,79.9,549.0,12.3,7.9,2.6,18.2,50.7,University of Louisville,23rd overall,1st round,Sacramento Kings,2005.0,6-7,"Winchendon School in Winchendon, Massachusetts",Francisco Garcia,Small Forward and Shooting Guard,Right,195lb,3104404.0
garlawi01,"December 19, 1964","Gary, Indiana",4.7,43.0,28.1,83.0,511.0,12.5,9.4,2.8,14.2,43.8,Missouri State University,40th overall,2nd round,Milwaukee Bucks,1987.0,6-2,"Roosevelt in Gary, Indiana",Winston Garland,Point Guard,Right,170lb,282551.43
garrede01,"November 27, 1966","Los Angeles, California",0.6,48.0,-,67.7,359.0,13.3,4.8,5.0,14.1,48.0,Indiana University,38th overall,2nd round,Phoenix Suns,1988.0,6-10,"San Clemente in San Clemente, California",Dean Garrett,Center,Right,225lb,1849642.86
garrito01,"July 7, 1966","West Warwick, Rhode Island",3.4,46.9,8.3,77.5,251.0,11.6,5.4,2.0,5.9,47.1,University of Rhode Island,45th overall,2nd round,Los Angeles Clippers,1988.0,6-2,"West Warwick in West Warwick, Rhode Island",Tom Garrick,Shooting Guard,Right,185lb,61147.0
garripa01,"August 23, 1976","Las Vegas, Nevada",0.8,41.7,39.8,80.6,552.0,10.7,7.3,2.6,18.7,50.6,University of Notre Dame,19th overall,1st round,Milwaukee Bucks,1998.0,6-9,"Lewis Palmer in Monument, Colorado",Pat Garrity,Power Forward and Small Forward,Right,238lb,213333.33
gatlich01,"September 3, 1967","Elizabeth, New Jersey",0.7,51.3,24.9,66.0,700.0,17.6,10.3,5.3,32.1,51.7,Old Dominion University,16th overall,1st round,Golden State Warriors,1991.0,6-10,"Elizabeth in Elizabeth, New Jersey",Chris Gatling,Center and Power Forward,Left,220lb,2681711.55
